Classe di età,Tipo attività,Periodo temporale di riferimento,Value
15-24 anni,lavoro familiare,giorno medio settimanale 05:20 - 05:30,0.3
15-24 anni,lavoro familiare,giorno medio settimanale 05:30 - 05:40,0.3
15-24 anni,lavoro familiare,giorno medio settimanale 05:40 - 05:50,0.4
15-24 anni,lavoro familiare,giorno medio settimanale 05:50 - 06:00,0.5
15-24 anni,lavoro familiare,giorno medio settimanale 06:00 - 06:10,0.4
15-24 anni,lavoro familiare,giorno medio settimanale 06:10 - 06:20,0.5
15-24 anni,lavoro familiare,giorno medio settimanale 06:20 - 06:30,0.7
15-24 anni,lavoro familiare,giorno medio settimanale 06:30 - 06:40,0.7
15-24 anni,lavoro familiare,giorno medio settimanale 06:40 - 06:50,0.8
15-24 anni,lavoro familiare,giorno medio settimanale 06:50 - 07:00,0.9
15-24 anni,lavoro familiare,giorno medio settimanale 07:00 - 07:10,0.9
15-24 anni,lavoro familiare,giorno medio settimanale 07:10 - 07:20,1.0
15-24 anni,lavoro familiare,giorno medio settimanale 07:20 - 07:30,1.4
15-24 anni,lavoro familiare,giorno medio settimanale 07:30 - 07:40,1.7
15-24 anni,lavoro familiare,giorno medio settimanale 07:40 - 07:50,2.7
15-24 anni,lavoro familiare,giorno medio settimanale 07:50 - 08:00,1.8
15-24 anni,lavoro familiare,giorno medio settimanale 08:00 - 08:10,2.6
15-24 anni,lavoro familiare,giorno medio settimanale 08:10 - 08:20,2.4
15-24 anni,lavoro familiare,giorno medio settimanale 08:20 - 08:30,3.1
15-24 anni,lavoro familiare,giorno medio settimanale 08:30 - 08:40,4.2
15-24 anni,lavoro familiare,giorno medio settimanale 08:40 - 08:50,4.5
15-24 anni,lavoro familiare,giorno medio settimanale 08:50 - 09:00,4.3
15-24 anni,lavoro familiare,giorno medio settimanale 09:00 - 09:10,4.3
15-24 anni,lavoro familiare,giorno medio settimanale 09:10 - 09:20,4.9
15-24 anni,lavoro familiare,giorno medio settimanale 09:20 - 09:30,5.2
15-24 anni,lavoro familiare,giorno medio settimanale 09:30 - 09:40,5.4
15-24 anni,lavoro familiare,giorno medio settimanale 09:40 - 09:50,6.0
15-24 anni,lavoro familiare,giorno medio settimanale 09:50 - 10:00,6.0
15-24 anni,lavoro familiare,giorno medio settimanale 10:00 - 10:10,6.5
15-24 anni,lavoro familiare,giorno medio settimanale 10:10 - 10:20,7.6
15-24 anni,lavoro familiare,giorno medio settimanale 10:20 - 10:30,7.1
15-24 anni,lavoro familiare,giorno medio settimanale 10:30 - 10:40,7.0
15-24 anni,lavoro familiare,giorno medio settimanale 10:40 - 10:50,8.8
15-24 anni,lavoro familiare,giorno medio settimanale 10:50 - 11:00,8.3
15-24 anni,lavoro familiare,giorno medio settimanale 11:00 - 11:10,9.1
15-24 anni,lavoro familiare,giorno medio settimanale 11:10 - 11:20,10.0
15-24 anni,lavoro familiare,giorno medio settimanale 11:20 - 11:30,9.8
15-24 anni,lavoro familiare,giorno medio settimanale 11:30 - 11:40,10.6
15-24 anni,lavoro familiare,giorno medio settimanale 11:40 - 11:50,10.5
15-24 anni,lavoro familiare,giorno medio settimanale 11:50 - 12:00,10.5
15-24 anni,lavoro familiare,giorno medio settimanale 12:00 - 12:10,10.5
15-24 anni,lavoro familiare,giorno medio settimanale 12:10 - 12:20,10.3
15-24 anni,lavoro familiare,giorno medio settimanale 12:20 - 12:30,10.2
15-24 anni,lavoro familiare,giorno medio settimanale 12:30 - 12:40,9.5
15-24 anni,lavoro familiare,giorno medio settimanale 12:40 - 12:50,9.6
15-24 anni,lavoro familiare,giorno medio settimanale 12:50 - 13:00,9.4
15-24 anni,lavoro familiare,giorno medio settimanale 13:00 - 13:10,9.1
15-24 anni,lavoro familiare,giorno medio settimanale 13:10 - 13:20,8.4
15-24 anni,lavoro familiare,giorno medio settimanale 13:20 - 13:30,7.2
15-24 anni,lavoro familiare,giorno medio settimanale 13:30 - 13:40,6.4
15-24 anni,lavoro familiare,giorno medio settimanale 13:40 - 13:50,6.8
15-24 anni,lavoro familiare,giorno medio settimanale 13:50 - 14:00,7.0
15-24 anni,lavoro familiare,giorno medio settimanale 14:00 - 14:10,8.2
15-24 anni,lavoro familiare,giorno medio settimanale 14:10 - 14:20,7.1
15-24 anni,lavoro familiare,giorno medio settimanale 14:20 - 14:30,6.9
15-24 anni,lavoro familiare,giorno medio settimanale 14:30 - 14:40,6.5
15-24 anni,lavoro familiare,giorno medio settimanale 14:40 - 14:50,6.4
15-24 anni,lavoro familiare,giorno medio settimanale 14:50 - 15:00,6.0
15-24 anni,lavoro familiare,giorno medio settimanale 15:00 - 15:10,6.3
15-24 anni,lavoro familiare,giorno medio settimanale 15:10 - 15:20,6.7
15-24 anni,lavoro familiare,giorno medio settimanale 15:20 - 15:30,6.6
15-24 anni,lavoro familiare,giorno medio settimanale 15:30 - 15:40,5.8
15-24 anni,lavoro familiare,giorno medio settimanale 15:40 - 15:50,5.8
15-24 anni,lavoro familiare,giorno medio settimanale 15:50 - 16:00,5.4
15-24 anni,lavoro familiare,giorno medio settimanale 16:00 - 16:10,5.0
15-24 anni,lavoro familiare,giorno medio settimanale 16:10 - 16:20,5.3
15-24 anni,lavoro familiare,giorno medio settimanale 16:20 - 16:30,5.3
15-24 anni,lavoro familiare,giorno medio settimanale 16:30 - 16:40,5.3
15-24 anni,lavoro familiare,giorno medio settimanale 16:40 - 16:50,5.3
15-24 anni,lavoro familiare,giorno medio settimanale 16:50 - 17:00,5.2
15-24 anni,lavoro familiare,giorno medio settimanale 17:00 - 17:10,5.1
15-24 anni,lavoro familiare,giorno medio settimanale 17:10 - 17:20,6.0
15-24 anni,lavoro familiare,giorno medio settimanale 17:20 - 17:30,6.1
15-24 anni,lavoro familiare,giorno medio settimanale 17:30 - 17:40,6.0
15-24 anni,lavoro familiare,giorno medio settimanale 17:40 - 17:50,5.7
15-24 anni,lavoro familiare,giorno medio settimanale 17:50 - 18:00,5.5
15-24 anni,lavoro familiare,giorno medio settimanale 18:00 - 18:10,6.5
15-24 anni,lavoro familiare,giorno medio settimanale 18:10 - 18:20,6.4
15-24 anni,lavoro familiare,giorno medio settimanale 18:20 - 18:30,6.7
15-24 anni,lavoro familiare,giorno medio settimanale 18:30 - 18:40,6.9
15-24 anni,lavoro familiare,giorno medio settimanale 18:40 - 18:50,8.1
15-24 anni,lavoro familiare,giorno medio settimanale 18:50 - 19:00,8.2
15-24 anni,lavoro familiare,giorno medio settimanale 19:00 - 19:10,9.0
15-24 anni,lavoro familiare,giorno medio settimanale 19:10 - 19:20,9.0
15-24 anni,lavoro familiare,giorno medio settimanale 19:20 - 19:30,8.4
15-24 anni,lavoro familiare,giorno medio settimanale 19:30 - 19:40,8.7
15-24 anni,lavoro familiare,giorno medio settimanale 19:40 - 19:50,8.6
15-24 anni,lavoro familiare,giorno medio settimanale 19:50 - 20:00,7.7
15-24 anni,lavoro familiare,giorno medio settimanale 20:00 - 20:10,8.1
15-24 anni,lavoro familiare,giorno medio settimanale 20:10 - 20:20,8.1
15-24 anni,lavoro familiare,giorno medio settimanale 20:20 - 20:30,7.0
15-24 anni,lavoro familiare,giorno medio settimanale 20:30 - 20:40,7.2
15-24 anni,lavoro familiare,giorno medio settimanale 20:40 - 20:50,7.4
15-24 anni,lavoro familiare,giorno medio settimanale 20:50 - 21:00,6.5
15-24 anni,lavoro familiare,giorno medio settimanale 21:00 - 21:10,6.3
15-24 anni,lavoro familiare,giorno medio settimanale 21:10 - 21:20,5.1
15-24 anni,lavoro familiare,giorno medio settimanale 21:20 - 21:30,4.1
15-24 anni,lavoro familiare,giorno medio settimanale 21:30 - 21:40,3.1
15-24 anni,lavoro familiare,giorno medio settimanale 21:40 - 21:50,2.7
15-24 anni,lavoro familiare,giorno medio settimanale 21:50 - 22:00,2.8
15-24 anni,lavoro familiare,giorno medio settimanale 22:00 - 22:10,1.8
15-24 anni,lavoro familiare,giorno medio settimanale 22:10 - 22:20,1.6
15-24 anni,lavoro familiare,giorno medio settimanale 22:20 - 22:30,1.6
15-24 anni,lavoro familiare,giorno medio settimanale 22:30 - 22:40,1.5
15-24 anni,lavoro familiare,giorno medio settimanale 22:40 - 22:50,1.2
15-24 anni,lavoro familiare,giorno medio settimanale 22:50 - 23:00,1.1
15-24 anni,lavoro familiare,giorno medio settimanale 23:00 - 23:10,0.7
15-24 anni,lavoro familiare,giorno medio settimanale 23:10 - 23:20,0.7
15-24 anni,lavoro familiare,giorno medio settimanale 23:20 - 23:30,0.9
15-24 anni,lavoro familiare,giorno medio settimanale 23:30 - 23:40,0.6
15-24 anni,lavoro familiare,giorno medio settimanale 23:40 - 23:50,0.7
15-24 anni,lavoro familiare,giorno medio settimanale 23:50 - 00:00,0.7
15-24 anni,lavoro retribuito,giorno medio settimanale 00:00 - 00:10,0.5
15-24 anni,lavoro retribuito,giorno medio settimanale 00:10 - 00:20,0.5
15-24 anni,lavoro retribuito,giorno medio settimanale 00:20 - 00:30,0.5
15-24 anni,lavoro retribuito,giorno medio settimanale 00:30 - 00:40,0.5
15-24 anni,lavoro retribuito,giorno medio settimanale 00:40 - 00:50,0.4
15-24 anni,lavoro retribuito,giorno medio settimanale 00:50 - 01:00,0.4
15-24 anni,lavoro retribuito,giorno medio settimanale 01:00 - 01:10,0.4
15-24 anni,lavoro retribuito,giorno medio settimanale 01:10 - 01:20,0.4
15-24 anni,lavoro retribuito,giorno medio settimanale 01:20 - 00:30,0.4
15-24 anni,lavoro retribuito,giorno medio settimanale 01:30 - 01:40,0.4
15-24 anni,lavoro retribuito,giorno medio settimanale 01:40 - 01:50,0.3
15-24 anni,lavoro retribuito,giorno medio settimanale 01:50 - 02:00,0.3
15-24 anni,lavoro retribuito,giorno medio settimanale 02:00 - 02:10,0.3
15-24 anni,lavoro retribuito,giorno medio settimanale 02:10 - 02:20,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 02:20 - 02:30,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 02:30 - 02:40,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 02:40 - 02:50,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 02:50 - 03:00,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 03:00 - 03:10,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 03:10 - 03:20,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 03:20 - 03:30,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 03:30 - 03:40,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 03:40 - 03:50,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 03:50 - 04:00,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 04:00 - 04:10,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 04:10 - 04:20,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 04:20 - 04:30,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 04:30 - 04:40,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 04:40 - 04:50,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 04:50 - 05:00,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 05:00 - 05:10,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 05:10 - 05:20,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 05:20 - 05:30,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 05:30 - 05:40,0.1
15-24 anni,lavoro retribuito,giorno medio settimanale 05:40 - 05:50,0.2
15-24 anni,lavoro retribuito,giorno medio settimanale 05:50 - 06:00,0.3
15-24 anni,lavoro retribuito,giorno medio settimanale 06:00 - 06:10,0.5
15-24 anni,lavoro retribuito,giorno medio settimanale 06:10 - 06:20,0.5
15-24 anni,lavoro retribuito,giorno medio settimanale 06:20 - 06:30,0.6
15-24 anni,lavoro retribuito,giorno medio settimanale 06:30 - 06:40,0.7
15-24 anni,lavoro retribuito,giorno medio settimanale 06:40 - 06:50,0.9
15-24 anni,lavoro retribuito,giorno medio settimanale 06:50 - 07:00,1.2
15-24 anni,lavoro retribuito,giorno medio settimanale 07:00 - 07:10,1.5
15-24 anni,lavoro retribuito,giorno medio settimanale 07:10 - 07:20,1.5
15-24 anni,lavoro retribuito,giorno medio settimanale 07:20 - 07:30,1.7
15-24 anni,lavoro retribuito,giorno medio settimanale 07:30 - 07:40,2.3
15-24 anni,lavoro retribuito,giorno medio settimanale 07:40 - 07:50,2.6
15-24 anni,lavoro retribuito,giorno medio settimanale 07:50 - 08:00,3.2
15-24 anni,lavoro retribuito,giorno medio settimanale 08:00 - 08:10,4.7
15-24 anni,lavoro retribuito,giorno medio settimanale 08:10 - 08:20,4.6
15-24 anni,lavoro retribuito,giorno medio settimanale 08:20 - 08:30,5.1
15-24 anni,lavoro retribuito,giorno medio settimanale 08:30 - 08:40,5.6
15-24 anni,lavoro retribuito,giorno medio settimanale 08:40 - 08:50,5.9
15-24 anni,lavoro retribuito,giorno medio settimanale 08:50 - 09:00,6.8
15-24 anni,lavoro retribuito,giorno medio settimanale 09:00 - 09:10,7.8
15-24 anni,lavoro retribuito,giorno medio settimanale 09:10 - 09:20,8.0
15-24 anni,lavoro retribuito,giorno medio settimanale 09:20 - 09:30,8.2
15-24 anni,lavoro retribuito,giorno medio settimanale 09:30 - 09:40,8.3
15-24 anni,lavoro retribuito,giorno medio settimanale 09:40 - 09:50,8.5
15-24 anni,lavoro retribuito,giorno medio settimanale 09:50 - 10:00,8.7
15-24 anni,lavoro retribuito,giorno medio settimanale 10:00 - 10:10,9.2
15-24 anni,lavoro retribuito,giorno medio settimanale 10:10 - 10:20,9.3
15-24 anni,lavoro retribuito,giorno medio settimanale 10:20 - 10:30,9.3
15-24 anni,lavoro retribuito,giorno medio settimanale 10:30 - 10:40,9.5
15-24 anni,lavoro retribuito,giorno medio settimanale 10:40 - 10:50,9.5
15-24 anni,lavoro retribuito,giorno medio settimanale 10:50 - 11:00,9.5
15-24 anni,lavoro retribuito,giorno medio settimanale 11:00 - 11:10,9.4
15-24 anni,lavoro retribuito,giorno medio settimanale 11:10 - 11:20,9.5
15-24 anni,lavoro retribuito,giorno medio settimanale 11:20 - 11:30,9.5
15-24 anni,lavoro retribuito,giorno medio settimanale 11:30 - 11:40,9.3
15-24 anni,lavoro retribuito,giorno medio settimanale 11:40 - 11:50,9.3
15-24 anni,lavoro retribuito,giorno medio settimanale 11:50 - 12:00,9.3
15-24 anni,lavoro retribuito,giorno medio settimanale 12:00 - 12:10,7.8
15-24 anni,lavoro retribuito,giorno medio settimanale 12:10 - 12:20,7.7
15-24 anni,lavoro retribuito,giorno medio settimanale 12:20 - 12:30,7.6
15-24 anni,lavoro retribuito,giorno medio settimanale 12:30 - 12:40,6.2
15-24 anni,lavoro retribuito,giorno medio settimanale 12:40 - 12:50,6.2
15-24 anni,lavoro retribuito,giorno medio settimanale 12:50 - 13:00,6.2
15-24 anni,lavoro retribuito,giorno medio settimanale 13:00 - 13:10,4.9
15-24 anni,lavoro retribuito,giorno medio settimanale 13:10 - 13:20,4.6
15-24 anni,lavoro retribuito,giorno medio settimanale 13:20 - 13:30,4.7
15-24 anni,lavoro retribuito,giorno medio settimanale 13:30 - 13:40,4.7
15-24 anni,lavoro retribuito,giorno medio settimanale 13:40 - 13:50,4.8
15-24 anni,lavoro retribuito,giorno medio settimanale 13:50 - 14:00,5.1
15-24 anni,lavoro retribuito,giorno medio settimanale 14:00 - 14:10,6.2
15-24 anni,lavoro retribuito,giorno medio settimanale 14:10 - 14:20,6.4
15-24 anni,lavoro retribuito,giorno medio settimanale 14:20 - 14:30,6.5
15-24 anni,lavoro retribuito,giorno medio settimanale 14:30 - 14:40,6.3
15-24 anni,lavoro retribuito,giorno medio settimanale 14:40 - 14:50,6.3
15-24 anni,lavoro retribuito,giorno medio settimanale 14:50 - 15:00,6.4
15-24 anni,lavoro retribuito,giorno medio settimanale 15:00 - 15:10,6.8
15-24 anni,lavoro retribuito,giorno medio settimanale 15:10 - 15:20,6.8
15-24 anni,lavoro retribuito,giorno medio settimanale 15:20 - 15:30,7.2
15-24 anni,lavoro retribuito,giorno medio settimanale 15:30 - 15:40,7.1
15-24 anni,lavoro retribuito,giorno medio settimanale 15:40 - 15:50,7.0
15-24 anni,lavoro retribuito,giorno medio settimanale 15:50 - 16:00,7.1
15-24 anni,lavoro retribuito,giorno medio settimanale 16:00 - 16:10,7.0
15-24 anni,lavoro retribuito,giorno medio settimanale 16:10 - 16:20,6.9
15-24 anni,lavoro retribuito,giorno medio settimanale 16:20 - 16:30,7.0
15-24 anni,lavoro retribuito,giorno medio settimanale 16:30 - 16:40,7.0
15-24 anni,lavoro retribuito,giorno medio settimanale 16:40 - 16:50,7.0
15-24 anni,lavoro retribuito,giorno medio settimanale 16:50 - 17:00,7.0
15-24 anni,lavoro retribuito,giorno medio settimanale 17:00 - 17:10,6.6
15-24 anni,lavoro retribuito,giorno medio settimanale 17:10 - 17:20,6.5
15-24 anni,lavoro retribuito,giorno medio settimanale 17:20 - 17:30,6.2
15-24 anni,lavoro retribuito,giorno medio settimanale 17:30 - 17:40,5.8
15-24 anni,lavoro retribuito,giorno medio settimanale 17:40 - 17:50,5.7
15-24 anni,lavoro retribuito,giorno medio settimanale 17:50 - 18:00,5.5
15-24 anni,lavoro retribuito,giorno medio settimanale 18:00 - 18:10,4.6
15-24 anni,lavoro retribuito,giorno medio settimanale 18:10 - 18:20,4.4
15-24 anni,lavoro retribuito,giorno medio settimanale 18:20 - 18:30,4.2
15-24 anni,lavoro retribuito,giorno medio settimanale 18:30 - 18:40,4.3
15-24 anni,lavoro retribuito,giorno medio settimanale 18:40 - 18:50,4.2
15-24 anni,lavoro retribuito,giorno medio settimanale 18:50 - 19:00,4.1
15-24 anni,lavoro retribuito,giorno medio settimanale 19:00 - 19:10,3.3
15-24 anni,lavoro retribuito,giorno medio settimanale 19:10 - 19:20,3.2
15-24 anni,lavoro retribuito,giorno medio settimanale 19:20 - 19:30,3.1
